x,y,team,result
95.07303876111818,23.257291426241895,red,False
4.792857091583538,23.81105322495144,blue,True
2.251507338552985,23.0295224937927,blue,True
96.29735613025763,27.251171369001767,red,False
95.86368067994198,26.25086516577085,red,False
89.21152665912653,11.14508372515036,red,False
69.72395025951222,29.157850288652412,red,False
69.72395025951222,29.157850288652412,red,False
29.979411544985616,14.34551251275708,blue,False
4.496961348765393,18.541434091790965,blue,False
4.8695318470580675,18.345847369297562,blue,False
4.8695318470580675,18.345847369297562,blue,False
4.8695318470580675,18.345847369297562,blue,False
5.278219515721223,25.005906977533776,blue,True
66.22591809930694,23.57002545287089,red,False
96.20562621001163,23.582403029525324,red,True
98.28935153851829,27.576378535586063,red,False
10.154290496192845,25.61869176309292,blue,False
76.47230825178738,24.92046177444642,red,False
19.940999592212542,26.157786829256008,blue,False
0.20879553062210143,30.414095402928975,blue,False
0.20879553062210143,30.414095402928975,blue,True
8.070900487205765,24.226048842456894,blue,False
28.127375390024255,29.701823533197903,blue,False
100.0,24.049032676382808,red,True
78.78837565416009,14.303354782135282,red,False
85.09844623221719,21.973322019392317,red,False
98.62779024555967,26.38053872606033,red,False
98.62779024555967,26.38053872606033,red,True
50.0,25.0,blue,False
48.856185407391706,30.23422972887274,blue,False
4.232444485205887,26.099467512158036,blue,False
18.469035827586655,27.800175180359243,blue,False
98.86869880284782,20.942549421234546,red,False
99.50810937008194,22.063746231997897,red,True
36.99784557114919,18.980539842818086,blue,False
0.0,31.153817167033893,blue,False
67.17754894315158,28.232838681970932,red,False
6.717554714196156,20.851748571727303,blue,False
7.083017076359781,24.019743901815843,blue,False
